web_scraper_order,web_scraper_start_url,title,content,author_or_gender_area
"1779452589-1","https://www.dcard.tw/f/partner_selection_criteria/p/261411472","#異性 #異性#雙北#找交往對象","#異性 #異性#雙北#找交往對象KK追蹤5 月 17 日 08:54 (已編輯)《我的自介》
🚩外表
32歲/169cm/75kg
單眼皮戴眼鏡/微壯（目前有點小肚子，努力減肥中）/老實型/短髮
🚩學歷：碩士
🚩工作收入：
地區台北/鐵飯碗工作（上下班見紅休）
年薪大約130（不含投資）
有理財規劃、投資習慣、會研究信用卡優惠、該花的還是花

🚩星座：牡羊座（脾氣好的那種😆）
🚩個性：體貼隨和/願意傾聽討論/可i可e/喜歡學習挑戰新知識/不喜歡吵架
🚩興趣：國內外旅遊（出國偏好日本），目前在學日文（已考到n5)、聽音樂（最近有聽鄧紫棋演唱會）、追劇看電影、逛街散步、運動
🚩愛好運動：跑步/健身/游泳/打球（乒乓球、匹克球、羽球）/爬山（爬過小百岳、合歡山、玉山）
🚩駕照：有汽、機車駕照
🚩不菸、不檳榔、偶爾聚會小酌

《希望妳》
身高：155以上
體重：中等身材偏好微肉
外表：打扮乾淨、有自己的穿搭風格
地區：雙北
個性：稍微獨立、可以溝通、互相體諒、可以一起規劃生活旅遊
工作：有穩定工作
興趣：如果可以跟我一樣會很好，如果沒有也可以一起培養興趣

#第一次發文請多多指教
#有興趣的妳可以留言或私訊，我一定都會回覆

希望可以遇見對的那個人🙏","font-size:10px;width:20px;height:20px;--d1ihhtxw1:var(--color-gender-male)"
"1779452595-2","https://www.dcard.tw/f/partner_selection_criteria/p/261411618","#異性 #擇偶 #異性 #穩定關係","#異性 #擇偶 #異性 #穩定關係米蟲追蹤5 月 3 日 13:48 (已編輯)個人資料
年齡：外表17Y生理25Y
職業：CEO
年薪：200M
地區：天母
長相：平常早餐店阿姨都叫我帥哥
• 身高/體重：185/78
• 個性：聰明、誠實、善良、耐心、樂觀、負責、勇敢、細心、體貼、幽默、積極、自律、冷靜、堅強、開朗、謙虛、果斷、可靠、創意、上進
• 興趣：閱讀、寫作、繪畫、攝影、旅行、登山、露營、跑步、游泳、瑜伽、健身、烹飪、烘焙、園藝、音樂創作、樂器演奏、唱歌、舞蹈、手作DIY、模型製作、拼圖、桌遊、棋藝、學習語言、研究投資、寫程式、設計、美術欣賞、看展覽、志工服務、動物照顧、冥想、釣魚、滑雪、潛水、球類運動、收集收藏、天文觀測、歷史研究、科學實驗
理想對象條件
年齡：35以上大姐姐
身高：170-175
身材：bmi 18-20
地區：都可以，我買一棟房讓你住台北
職業：穩定工作
經濟：我養你

你好！很高興能在這裡與你相遇。
我是一個在生活與工作之間努力尋找平衡的人。專業上，我從事CEO的工作，這讓我學會了細膩的觀察與耐心；但在下班後的私人空間裡，我也有著十分「理性」與「感性」交織的一面。

關於未來的你：
我期待的另一半，是個對生活有熱情、願意分享彼此專業與愛好的人。我們不必興趣完全一致，但希望能互相尊重並保持好奇心。
如果你也喜歡理財或科技有興趣，或者單純想找個能一起討論生活大小事的人，歡迎跟我打聲招呼，或許我們可以從一杯咖啡的時間開始，探索彼此的頻率！",""
"1779452600-3","https://www.dcard.tw/f/partner_selection_criteria/p/261411625","#異性 因為社交圈太小，固來試試水溫","#異性 因為社交圈太小，固來試試水溫HMoment追蹤5 月 3 日 11:44因為不太喜歡人多混雜的地方，所以出了社會後沒什麼機會認識新的人，再加上我工作的地方都是男生，所以看到大家發文，也想說來試試看，交個朋友也可以。

基本資料
性別：男
年齡：29/金牛
身高：163
體重：60
外型：雙眼皮，眼睛深邃，五官立體，常常被問是哪一個族還是外國人混血兒，但都不是www

地區：桃園
職業：目前在運輸服務業上班
經濟：年薪約80w
個性：比較慢熱，也比較悶騷，但熟了就是另一個樣子了，喜歡思考，也喜歡討論分享事情，我很喜歡聽故事（包含八卦），但我有點木頭，可能你在抱怨同事，我聽完還在分析可能不是同事的問題？？？，但最基本的安慰關心都還是會的。
            不抽菸、不喝酒、不吃檳榔
            財務部分我我目前固定都有在定期定額股票，資產也在慢慢累積，不敢跟千萬級別的人比，但比上不足比下有餘，有車有房。
            興趣比較宅，在家活動居多，所以社交圈又更小了，可以接受被人拖出去，但自己要出去就有點沒動力www

期望對象
性別：女
年齡：29上下5
地區：不限
經濟：有穩定工作、有基本理財觀念

個性：希望可以溝通，可以互相分享看到有趣的事情，可以理性討論每一個事物，就像家人也像最好的朋友一樣，還有一點，我希望妳能有自己的熱忱，我不太介意另一半充實自己的生活（熱戀期例外），我覺得妳越發光（我越沾光www)，所以我不怕你太有魅力被別的人搶走，因為是我的就是我的，不是我的，我也留不住，有同理心、有運動習慣加分。


希望可以認識一些新朋友，我覺得男生感覺徵友難度比較高，但第一次上來dcard發文，就先試試水溫吧，如果有任何問題，也願意接受指教。","font-size:10px;width:20px;height:20px;--d1ihhtxw1:var(--color-gender-male)"
"1779452605-4","https://www.dcard.tw/f/partner_selection_criteria/p/260890840","#異性 #異性 #高雄 尋找有緣的合適伴侶","#異性 #異性 #高雄 尋找有緣的合適伴侶Yee追蹤4 月 18 日 10:30 (已編輯)先跟各位說聲新年好
這兩年看著老弟一家開心生活的模樣
自己也想來找找緣分看看

以下自介懶人包

年紀: 36

身高體重: 176/80(最近扁桃腺切除有瘦

星座血型:獅子/A

地區: 高雄

學歷: 大學畢業

工作：
過去有在大學裡當過輔導老師，服務過不少外國學生也跟台灣學生相處融洽，後來技能樹點回了資訊業了，目前是小小資訊公司負責人兼業務工程師，平常週一到週五跟學長跑或自己在南高屏開車跑客戶維修與業務服務，正常上下班週末與見紅放假，日子算穩定，薪水每月約5～10萬不等，看大環境景氣哈哈

家庭：
爺奶外公婆都飛昇上仙了，親戚基本沒啥走動，原生家庭父母已在10幾年前由我親自辦理離婚見證，目前兩位都天南地北各自安好身體也算康健，我有一個弟弟，前兩年也順利完婚且生了兩個娃娃，住在我家附近農十六那，三不五時我都跑去串門子，算是唯一最常往來的親人

交友：
因原生家庭的關係導致大學重考，所以基本上都沒有太多同年齡的朋友，因緣際會認識的朋友都是業界的大哥學長們，平均都是大我9～12歲不等的好人，給我很多人生經驗跟建議，剩下的就是以前的學生跟國高中大學零星朋友，跟其他異性朋友相處有明確邊界感

興趣: 
追劇、露營、聽歌、旅行、美食(愛吃辣)等活動都不排斥，平日下班就是回家休息或偶爾跟學長們小酌一下，週末活動基本上都是開車去弟弟家協助照顧兩個加起來三歲的侄子，陪他們玩帶他們出去走走，順帶帶著老媽全家六人一起走跳世界吃好吃的，沒去照顧也常常視訊跟兩個侄子互動，最近大寶會叫阿北了好開心嘿嘿

感情經歷: 
過去有3任交往關係，本人無婚姻紀錄 無兒女 無前段感情糾葛，完整單身無誤

個性: 
情緒算穩定、喜歡溝通解決問題、個性隨和尊重對方、初次認識可能讓人感覺比較冷、但熟了後認為交情好的人話很多也會講講幹話

其他:
偶爾小酌(自己一人時不酒)
不約不嫖無刺青
不需負擔家裡經濟，每月給母親孝親費而已
緊急需要時還能給點後援
有中華路邊的房，雖然舊了點但一層一戶很舒適
有台國產suv很顧車，畢竟是我賺錢的寶貝
會開車、有車能一起出去玩

【關於妳】
年紀: 25-36

外型: 稍稍偏好長髮，身高能160以上，不要太豐腴，

長相順彼此眼緣就行

經濟: 如果是學生的話也不拘，有在工作的話能養活自己就好

地區: 
希望在高雄，因為聯繫方便很多，讓每個假日都不無聊，個人也不愛遠距離，感情容易淡

個性: 
希望是懂得互相的人，如果願意把自己會在意的事情跟我做不對的事情慢慢講清楚那就太好了，不要互相情緒猜來猜去彎彎繞繞，就算不能在一起，但能一起努力讓彼此更好就很棒

其他: 
勿有未處理好的前任關係或離異婚姻帶娃


硬性的條件沒有特別多，較為在意相處時的那種感覺。

我也期待收到妳的自介，在意長相或有更多想了解的也歡迎詢問!

新年快樂，祝願妳闔家平安健康！",""
"1779452611-5","https://www.dcard.tw/f/partner_selection_criteria/p/261411909","#異性 #高雄#找一個在地的交往對象","#異性 #高雄#找一個在地的交往對象Yee追蹤5 月 3 日 12:57這一個多月斷斷續續的有一些私訊，但可能緣分扣打儲值不夠，都聊一聊就突然自然蒸發了。

恰逢最近看到老弟細心北上照顧剛動完心臟手術的弟妹，覺得還是要有人互相扶持才能負重前行

個人目前生活一切平凡，平日上班見紅放假，偶爾晚上跑去跟廠商或朋友小酌，大部分時間都窩在高雄，假日就照顧侄子們這樣

歡迎想要攜手向前的高雄人認識，試試看能不能一起在人生旅途中彼此寫個不錯的故事

佛系慢徵，希望我們都不給彼此壓力，一起開心聊天開心生活，也祝願妳平安健康，事事順遂

以下放上自介，歡迎私訊認識，再次感謝！

擇偶條件板Yee2/17#異性 #異性 #高雄 尋找有緣的合適伴侶先跟各位說聲新年好，這兩年看著老弟一家開心生活的模樣，自己也想來找找緣分看看，以下自介懶人包，年紀： 36，身高體重： 176/80（最近扁桃腺切除有瘦，星座血型：獅子/A，地區： 高雄，學歷： 大學",""
"1779452617-6","https://www.dcard.tw/f/partner_selection_criteria/p/261412021","#異性 徵另一半～","#異性 徵另一半～金融專員5 月 3 日 13:24關於我：
年紀：25（今年滿26）
地點：桃園
身高體重：184/72
職業：銀行🏦
年收入：96W
興趣：看球賽（⚾️、🏀）、逛街、看電影、唱歌（沒音樂不行的人～
無不良嗜好：抽菸❌、酗酒❌、吃檳榔❌、約跑❌
個性：大直男一枚（身邊認識我的人都認證🥲）
希望妳：
年紀：22～28
地點：桃園、雙北
職業：沒有特別要求～職業不分貴賤
年收入：不是靠爸靠媽族就好、至少有理財觀念，不要當月光族
抽菸❌、交友狀況複雜❌、公主病❌（至少長得像公主😂😂🤣）

希望妳也喜歡看球賽～一起去球場釋放工作上的壓力
聊天之後再交換照片呦",""
"1779452622-7","https://www.dcard.tw/f/partner_selection_criteria/p/261412112","#同性 #同性 #同性 #同性 希望認識朋友或找到另一半","#同性 #同性 #同性 #同性 希望認識朋友或找到另一半SH追蹤5 月 3 日 13:47之前有發過一次文，但後來因為有點忙所以沒有很常回覆訊息，我很抱歉🥲🥲
要看照片歡迎私訊我～～看完不喜歡也沒關係😁
聊天順利的話希望能換在IG聊！

［自我介紹］
性別/年齡：男/23
身高/體重：174/55
居住地：台中
職業：學生
感情史：一任
角色：偏0
經濟狀態：無負債
外表：戴眼鏡，比實際年齡看起來小，被說可愛比較多

關於我：
目前就讀大一，是一個情緒穩定的人、有點害羞，喜歡溫泉、寶可夢、看韓劇跟動漫也有在追星。
我會比較需要有自己的時間（不會不理對方），所以希望可以找能一起追劇的另一半😆
如果聊的順利可以一起出門看看，不過因為現在還是學生可能不能常出門🥲
是貓派、麵派、海派

［理想條件］
年齡：最大35
外表：希望不要肉肉的，顏值順眼即可
經濟：希望經濟條件不要太差都可以
興趣：相似最好，沒有也沒關係
地區：台中最好
希望是一位一樣情緒穩定非常有情緒價值的人😊","font-size:10px;width:20px;height:20px;--d1ihhtxw1:var(--color-gender-male)"
"1779452627-8","https://www.dcard.tw/f/partner_selection_criteria/p/261412258","#異性 徵另一半","#異性 徵另一半L冰鎮檸檬追蹤5 月 3 日 14:21▍關於我
年齡：26
地點：台中
身高體重：170/56
外貌：普男以上
星座：天蠍座
MBTI：INFJ
學歷：碩畢
職業：軟體工程師
個性：較內向、善良、溫柔、主動積極、負責任
感情經歷：母單
興趣：是宅宅，喜歡二次元東西，喜歡看動漫（催淚或戀愛類型），玩遊戲（戰棋、特戰），偶爾出門看電影，運動的話喜歡排球
其它：對遊戲開發有興趣，未來會當夢想繼續完成


▍希望妳
年齡：20～28歲
地點：不拘，可遠距離
身高體重：157~170，BMI正常
外貌：普女以上即可 （偏好有胸）
收入：有穩定工作即可
個性：善良、要有上進心
感情經歷：希望一樣母單
興趣：希望妳不排斥二次元，也是宅宅加分 

其它補充：訊息希望妳回覆快的，太晚甚至半天我真的不能接受，忙的話可以說一聲就好沒問題的（這點多包涵） 

性的看法：因為比較重視想提出來，希望妳性慾大一點（擔心未來性事不合或性冷感，比較介意) 

另外自己對愛情的想法：沒有所謂完全合適的人，相處上一定多少有摩擦，願意溝通一起扶持努力往前走很重要~ 

___________________
可以先聊聊看，互相了解對方喜好和興趣，再決定是否要往下一步走，如果不合也能好聚好散或當朋友~","font-size:10px;width:20px;height:20px;--d1ihhtxw1:var(--color-gender-male)"
"1779452633-9","https://www.dcard.tw/f/partner_selection_criteria/p/261412555","#同性 #台南","#同性 #台南CQ追蹤5 月 3 日 16:54 (已編輯)-自我介紹-
身高178
體重68～70
年紀27
金牛座
台南人台南工作
角色 不分 前任純1，0的佔比比較多

碩士畢業 在醫學中心當護理師
未來期待轉職機會

有房 經濟可負擔
不排斥同居生活

自覺自己個性 愛家 會規劃未來 愛乾淨 可以溝通 體貼





期待 找到也在台南
身高175以上
體重適中

願意溝通 三觀正常 的對象可以好好認識


歡迎留下ig 或是私訊我的卡稱","font-size:10px;width:20px;height:20px;--d1ihhtxw1:var(--color-gender-male)"
"1779452638-10","https://www.dcard.tw/f/partner_selection_criteria/p/261412579","#異性 #異性#交友#感情","#異性 #異性#交友#感情Kkkk追蹤5 月 3 日 15:25年紀：30
身高體重：190／80
學歷：國外大學畢業
星座：風象星座
MBTI：I人
常出沒地區：北部

個性：個性慢熟，貼心，感性，有責任感，情緒比較細膩，願意溝通，善解人意，有儀式感


外表：算會打扮，重視整體穿搭，重視氣味（一定噴香水）

未來規劃：若有機會希望結婚有小孩！沒有當然也不強求，已有房未來沒房貸壓力

自我介紹：
北部人（台北／新竹）
喜歡旅遊，美食，逛街，看電影
希望找到合適的人
一起國內外旅遊吃美食看世界，合得來的人一起生活

理想型

年紀：20-35
身高：155-180
體重：BMI正常（瘦，微肉）
職業：任何職業都可
經濟：沒特別要求，自己可接受的月薪即可
感情史：沒特別要求
地區：北部、中部
外表：乾乾淨淨 打扮得體 重視氣味
個性：三觀合、可理性溝通、情緒穩定、遇到事情可以一起好好處理，不逃避問題不冷戰，不壓抑情緒，
本身生活習慣：不抽菸、酒小酌、不約炮，生活習慣良好！

不AA制，約會開銷一律負責
歡迎有興趣認識交朋友的女性

❇️歡迎直接私訊
❇️希望能多認識台北／新竹的異性","font-size:10px;width:20px;height:20px;--d1ihhtxw1:var(--color-gender-male)"
