web_scraper_order,web_scraper_start_url,title,content,author_or_gender_area
"1779456362-11","https://www.dcard.tw/f/partner_selection_criteria/p/261270034","#異性 #異性 中部/彰化/台中 期待相遇！","#異性 #異性 中部/彰化/台中 期待相遇！MMing追蹤4 月 10 日 09:39關於我剛滿37歲的哥布林，從事自己家裡的工作，同事都是自己人，要交新朋友相當不易，比較熟的朋友也都沒有異形可以介紹，就這樣一直單身多年(汗
每天過著只有上下班跟運動，生活圈比水還清澈，以下是基本的自我介紹，有興趣的請繼續看下去謝謝：D
學歷：大學
經濟：年薪沒有百萬
地區：彰化
身高體重：168/62
興趣：跑步、重訓、動漫、追劇、電影、音樂（英文與日文居多）
個性：情緒穩定，不菸不酒不檳榔
家庭：正常無負債
星座：牡羊 O型
MBTI:ESTJ
交友圈：朋友不多

關於妳
年紀：比我小但也不要太小
學歷：大學
職業：有正當工作即可
身高體重：不過胖過瘦
個性：情緒穩定
禁止事項：抽煙
非素食者跟蛋奶素，有吃牛佳XD

謝謝看到最後附上一張照片
Imgur: The magic of the InternetDiscover the magic of the internet at Imgur, a community powered entertainment destination. Lift your spirits with funny jokes, trending memes, entertaining gifs, inspiring stories, viral videos, and so much more from users.imgur.com","font-size:10px;width:20px;height:20px;--d1ihhtxw1:var(--color-gender-male)"
"1779456367-12","https://www.dcard.tw/f/partner_selection_criteria/p/261271372","#異性 #異性 #異性 #異性 找穩定交往的女友","#異性 #異性 #異性 #異性 找穩定交往的女友國立臺中教育大學4 月 10 日 14:17自我介紹：
年齡：26
年收：約120萬含副業

身高體重：185/85
家裡也有自己的家族事業

座標：台中
個性：情緒穩定、善良、喜歡逛百貨公司、運動、健身

經濟狀況：
有車，有房，未來想換大間一點的房

【條件】
年齡：不拘
身高體重：不拘（身高體重正常即可）
居住地：台中
個性：善良、無不良嗜好
興趣：活潑 健談 可以一起聊天 、放假沒事可以一起出門
<img alt=""sticker"" loading=""lazy"" decoding=""async"" data-nimg=""intrinsic"" style=""position:absolute;top:0;left:0;bottom:0;right:0;box-sizing:border-box;padding:0;border:none;margin:auto;display:block;width:0;height:0;min-width:100%;max-width:100%;min-height:100%;max-height:100%"" srcSet=""https://megapx-assets.dcard.tw/images/6390a841-db79-4c2b-901c-41cb2c5eacea/160.webp 1x, https://megapx-assets.dcard.tw/images/6390a841-db79-4c2b-901c-41cb2c5eacea/320.webp 2x"" src=""https://megapx-assets.dcard.tw/images/6390a841-db79-4c2b-901c-41cb2c5eacea/320.webp""/><img alt=""sticker"" loading=""lazy"" decoding=""async"" data-nimg=""intrinsic"" style=""position:absolute;top:0;left:0;bottom:0;right:0;box-sizing:border-box;padding:0;border:none;margin:auto;display:block;width:0;height:0;min-width:100%;max-width:100%;min-height:100%;max-height:100%"" srcSet=""https://megapx-assets.dcard.tw/images/76cdf7d1-52e3-4683-a08f-f89ac37b897e/160.webp 1x, https://megapx-assets.dcard.tw/images/76cdf7d1-52e3-4683-a08f-f89ac37b897e/320.webp 2x"" src=""https://megapx-assets.dcard.tw/images/76cdf7d1-52e3-4683-a08f-f89ac37b897e/320.webp""/>",""
"1779456372-13","https://www.dcard.tw/f/partner_selection_criteria/p/261271544","#異性 尋找一起美國打拼的另一半 (2更）","#異性 尋找一起美國打拼的另一半 (2更）S自走型陸奧鳥追蹤4 月 13 日 15:11 (已編輯)（2更）
一直被身邊的朋友認親，說我這樣被炎上太誇張，明明只是你情我願的交友貼...我沒有要開啥AA地圖炮，我只是在尋找想法一樣的人；同時我也盡力好好對待每一個留言的人，不管是真心祝福的還是來找碴開酸的，我都有耐心的做回覆，但價值觀理念不同真的不用強迫留言，這樣浪費彼此時間跟精神，並沒有太大人生意義。

然後有幾則留言有做人身攻擊、毀謗、污衊人格的，我的律師朋友主動提議要幫我送件；我是希望不要到那個程度，因此留言帶有歧視性以及攻擊性的卡友，可以修正自己的用詞，共同創造一個大家都舒服的交流環境。

最後，有網友覺得我原先照片看起來是大叔低報年齡，我就換換照片，如果還是老我也沒辦法，沒有優良基因😬

（更）
聽說有女生單開我副本，我只能說黑粉也是粉，謝謝幫我做行銷宣傳😂

我想說明我的AA認知是，還沒進入關係之前一定是互請，我請你你之後回請，這能顯示一個人的體面跟禮貌。彼此都不占任何便宜，進而慢慢增進對彼此的感情。



【About me】
性別：男
年齡：34
身高：181
體型：中等偏壯
外貌：乾淨順眼（如貼文夾帶附件）
星座：白羊
出沒地：新竹/灣區
學歷：
English Literature / Political Science
International Relations
MBA
Mechanical Engineering

⸻
💼 工作與生活
目前在半導體設備外商擔任BD小主管
過去JF做過RD、PM、PR、SA
目前收入約在450區間，不算多；前一份在台灣做PM 230-250區間

我平時工作繁忙但有節奏
該拚的時候拚，該享受生活也不會少

規劃未來長期在美國發展
我有公民身份，所以希望妳也是之後打算到美國發展的女嘉賓；希望我們在美國創造未來的目標align、並且相處舒適，彼此都覺得不錯的話可以試試交往，一段時間後準備婚姻，登記後遞交綠卡申請

我自覺不年輕了，所以也不太想再繼續浪費時間

⸻
💁‍♂️ 個性
ENTJ（社交恐怖份子型）

講話直接不失禮節，對好朋友髒字是必須
理性、效率派；重邏輯，但也重感受

聊天能力中上，會做計畫規劃
不會控制對方生活，但希望交往後能站在對方角度換位思考，做事也會考慮彼此感受

喜歡有目標、有節奏的生活方式

⸻
🌍 興趣
旅遊（已去 50+ 國家）
潛水（Master Scuba Diver）
高爾夫（18 洞 110 桿菜雞）
擊劍（英國排名 1200）
烹飪（中餐丙級程度）
投資（ROI 平均在26%）

偶爾看看展覽
（AAPEX SEMA / Semicon / CES）

喜歡「體驗型生活」，比起待在原地，更享受一起探索世界

⸻
❤️ 感情觀
偏務實，希望是「一起成長型關係」，而不是單純陪伴或消耗

我認為好的關係是：
。彼此都有自己的世界
。但在一起時可以放大彼此的價值
。重視溝通、效率、誠意
。不喜歡情緒消失、冷處理或拖延
。把彼此放第一順位

⸻
💰 金錢觀
理性、透明
不會計較小錢，但重視價值與分配的公平
可以 AA，也可以 AB（我沒錢，gold digger 退散）

剛認識的話會建議是AA，畢竟不熟，禮尚往來，我請後你請，這樣輪流培養默契跟感情；交往後小額我可以負責（吃飯、小東西），大額可以多點比例負責（機票旅費等），主要是不希望產生理所當然的感覺。

重點是用錢上彼此舒服、長期可持續，有責任跟規劃的去支出

⸻
About you
年齡：26–34
地區：台灣/灣區（能接受未來移民或有身份）
身高：165+
體態：Fit，有運動
個性：直率、好溝通、不情緒化，有責任感、有自己目標，體貼
工作：
不限產業（但醫療/科技/專業職加分），希望有自己專業或熱情，對於自己未來職涯有規劃就好
生活：
時間管理好、生活有節奏、有自己的興趣，將來朋友圈可以一起開拓
其他：
狗派加分（我有一隻邊牧🐶）
對自己英文程度有自信
興趣：
能一起旅行、潛水、練高球

⸻
🌼 有興趣的話，請簡單自我介紹一下
（不要只有一句嗨😄，我會回你🙄）

可以從這幾個開始聊：
未來工作你怎麼安排？
如果可以規劃一個人生專案，你會怎麼排甘特圖？
下一趟旅行最想去哪？

開私訊，可換照；有眼緣的話，我們就會開聊🙋‍♂️","font-size:10px;width:20px;height:20px;--d1ihhtxw1:var(--color-gender-male)"
"1779456378-14","https://www.dcard.tw/f/partner_selection_criteria/p/261271607","#異性 異性徵友找適合的另一伴","#異性 異性徵友找適合的另一伴自由投資人4 月 10 日 14:55【自我介紹】
年齡：33
身高體重：176/90
職業：在家上班+玩股票(剛破8位數)
個性：普通直男
興趣：健身、旅遊、美食、喝酒
本身不抽菸不吃檳榔，目前住家裡合得來的話要去外面租房子也沒問題，目前有車以後有房，但現在跟父母一起住，父母已經在其他地方買好房，所以不要擔心以後要跟父母一起住的問題。

【擇偶條件】
年齡：25-33
身高體重：160上下 BMI正常
個性：溫柔大方
興趣：旅遊，美食，運動

如果有興趣的人歡迎詢問",""
"1779456383-15","https://www.dcard.tw/f/partner_selection_criteria/p/261271659","#異性  #台南","#異性  #台南國立成功大學4 月 10 日 15:06 (已編輯)關於我
年齡：26
地點：台南人
工作：目前在科技業當工程師

平常的我
喜歡追劇、逛展覽、看畫展、跑咖、騎腳踏車 
前陣子也接觸了高爾夫 但好難

有空的時候也會自己煮飯，像是丼飯、炒飯、漢堡、牛排

手作課感覺也蠻有趣的，像蛋糕、餅乾，前陣子開始學織圍巾

個性：
好相處、慢熟、脾氣好，熟了之後不會太拘謹，聊天可以輕鬆自然，也願意分享生活

想認識的你：
希望是好聊天、真誠、有自己的生活節奏的人。
不一定要很會聊，但至少願意互相認識、慢慢交流。",""
"1779456389-16","https://www.dcard.tw/f/partner_selection_criteria/p/261272134","#異性 希望找個平等相處的中部女生","#異性 希望找個平等相處的中部女生輔仁大學4 月 10 日 17:15 (已編輯)年齡：31歲
身高：175
體重：64-66
職業：金融
年收：90+
座標：台中市

戀愛觀：沒想生小孩，希望可以找個平等相處的另一半。


過年過節大家都是自由的，家事平分，大筆的支出也平分。


希望對象
1職業不限，收入高於七十五萬佳
2年齡正負五歲內
3身高體重不限，但Bmi要正常
4未來打算住在台中
5喜歡戶外活動者",""
"1779456394-17","https://www.dcard.tw/f/partner_selection_criteria/p/261272481","#異性 找一個好相處的女孩","#異性 找一個好相處的女孩Sniru追蹤4 月 10 日 17:35平常太內向不太敢和人交流，發個文看看有沒有緣~

性別：男 年齡：24 身高：168體重：50左右(很久沒量)外表： 皮膚偏白 學歷：北商夜校在讀中 個性：內向、對自己比較沒自信 興趣：游泳、打電動(可以私訊問有在玩什麼) 在家耍廢 希望你～ 女/150以上/20～26/外表順眼就好、個性好相處 。


我可能是個比較沒有故事分享的人，但我喜歡聽別人講自己的故事或是生活上有什麼精彩的，如果不介意我可能會突然變啞巴(不是故意的)的話可以認識看看!","font-size:10px;width:20px;height:20px;--d1ihhtxw1:var(--color-gender-male)"
"1779456400-18","https://www.dcard.tw/f/partner_selection_criteria/p/261272875","#異性 #以朋友相處開始 #旅伴","#異性 #以朋友相處開始 #旅伴Z匿名追蹤4 月 11 日 10:30 (已編輯)希望慢慢認識見面了解，不急著交往，可以先從旅伴互相交流興趣開始！

希望你也能有同樣模板的自我介紹👇
哈囉👋
年齡：26
身高：160
職業：行政人員
地點：彰化、雲林、嘉義、北台南
感情經驗：1任
興趣：手機攝影、騎自行車、打羽球、逛博物館、踩點美食、賞花、偶爾爬山
個性：講話直接，有想法規劃，想很多情緒敏感，注重將心比心能互相共感，注重規則，邊界感很重不會隨便跟別人裝熟
外貌：戴眼鏡、不化妝、偶爾抹粉底液、身材微肉 、長相普通、原本照片先刪除了

徵求
年齡：24-30（超過年紀先不要）
職業：有穩定工作
感情經驗：0-2任
個性：不菸、有同理心願意站在伴侶角度思考，情緒穩定不隨便不耐煩或生氣，誠實不雙標，說一不二
其他補充：不接受興趣是玩電腦、手遊，睡覺不會打呼。

我很喜歡出去玩，我也願意參與你的興趣一起體驗，希望徵求能有耐心等我一直拍風景照，還有能願意幫我拍照～","font-size:10px;width:20px;height:20px;--d1ihhtxw1:var(--color-gender-female)"
"1779456406-19","https://www.dcard.tw/f/partner_selection_criteria/p/261272898","#異性 #異性#另一半#愛聊天","#異性 #異性#另一半#愛聊天V🦴追蹤4 月 10 日 21:04 (已編輯)簡單自我介紹
28
經常出沒在中部 
目前有一房一車

從事金融業 年收入平均110～150萬
173/68
外型：
戴眼鏡、皮膚小麥色（愛運動的關係）、有肌肉（沒有到健美等級💪）、雙眼皮、鼻子挺、不帥偏可愛

性格：
一開始冷靜沉著 熟之後會變活潑偶爾也會逗人笑 但有時候講的笑話很冷請見諒～

興趣：運動 看電影 旅遊 漫畫 偶爾健身 打手遊
喜歡小動物 偶爾會去貓咪咖啡廳吸個貓

假日喜歡到處走走 閒不下來在家也會做些有氧運動活動一下筋骨🦴 
冬天很喜歡泡溫泉
平日下班小確幸是尋找美食、到處走走逛逛（會故意繞遠路回家）

對烘焙很有興趣但非常需要有個小助手不然我會手忙腳亂


因自己也不高長相也普通
所以對另一半身高長相就不怎麼要求
不抽菸、酒可以小酌 刺青別太大 都可以認識看看

最後放上最近拍的櫻花照 希望有加分作用😆","font-size:10px;width:20px;height:20px;--d1ihhtxw1:var(--color-gender-male)"
"1779456412-20","https://www.dcard.tw/f/partner_selection_criteria/p/261272988","#同性 #同性 找另外一半 交友","#同性 #同性 找另外一半 交友JCB200405追蹤4 月 20 日 22:44 (已編輯)身高/體重：166/48
年齡：22
學歷：北部國立大學學生
工作：有打工目前能養活自己
居住地：雙北地區
感情經驗：0
角色：side 或0
興趣：
靜態-看電影、聽歌（中文歌、英文歌、kpop）
動態-散步、逛街、騎單車
長相：有興趣聊聊交換照片

希望能認識到的人
年齡：20-28
體態：瘦到壯都可以
身高：165以上
工作：合法的工作
聊天方式：希望可以不要已讀不回
興趣：只要是合法的都能接受，有共同興趣也很加分
角色：1或不分
居住地：期待是居住雙北地區
想法：希望你對母胎單身人類不要有偏見
希望：不要抽煙、吃檳榔、勿毒品

如果有興趣歡迎私訊交換照片聊天❗️❗️","font-size:10px;width:20px;height:20px;--d1ihhtxw1:var(--color-gender-male)"
"1779456418-21","https://www.dcard.tw/f/partner_selection_criteria/p/261273107","#異性 #台中 感情版上交友軟體好難的認親區XD","#異性 #台中 感情版上交友軟體好難的認親區XDN綠色戰鬥雞的朋友追蹤4 月 11 日 10:07 (已編輯)-更-先關私訓了
很感謝大家 即使不符合地區 或 年齡相差太多
還是會互相說聲 謝謝 沒關係 祝趕緊找到幸福
非常感謝
很有禮貌很理性的環境!! ♥

-更-私訊較多 我慢慢回

年齡：29
身高：160
身材：勻稱,保證不胖
職業：行政文書
年收：70-80
座標：台中市
ISTJ
希望找同齡 或不要差太多
工作穩定心態穩定

在感情版發了一篇覺得交友軟體好難用
這邊認親!!!
也真的想找可以一起經營家庭的另一半
有禮貌不遲到

只希望找台中人
應該是只希望是台中人 
真的無法接受遠距離QQ

不要比我矮,經濟獨立
我自己有車有房可以把自己照顧好
需要一個情緒穩定或是下班可以一起分享好事壞事的夥伴
找到相處起來輕鬆自在彼此舒服的平衡點

若私訊希望先自介 非常感謝<img alt=""sticker"" loading=""lazy"" decoding=""async"" data-nimg=""intrinsic"" style=""position:absolute;top:0;left:0;bottom:0;right:0;box-sizing:border-box;padding:0;border:none;margin:auto;display:block;width:0;height:0;min-width:100%;max-width:100%;min-height:100%;max-height:100%"" srcSet=""https://megapx-assets.dcard.tw/images/f59a4724-e40d-4ee9-b4fd-87062dbfa076/160.webp 1x, https://megapx-assets.dcard.tw/images/f59a4724-e40d-4ee9-b4fd-87062dbfa076/320.webp 2x"" src=""https://megapx-assets.dcard.tw/images/f59a4724-e40d-4ee9-b4fd-87062dbfa076/320.webp""/>","font-size:10px;width:20px;height:20px;--d1ihhtxw1:var(--color-gender-female)"
